,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity,median_house_value
2319,-117.62,34.07,15,4061,811.0,2884,734,3.3936,INLAND,127000
2320,-118.58,34.21,27,2209,353.0,1034,344,4.7125,<1H OCEAN,250900
2321,-118.98,36.06,33,2043,443.0,1497,417,2.343,INLAND,47400
2322,-118.14,33.91,36,1096,204.0,569,201,4.475,<1H OCEAN,182300
2323,-121.91,37.26,32,3776,620.0,1790,612,5.4675,<1H OCEAN,261100
2324,-117.04,32.81,12,2880,406.0,1381,418,6.5412,<1H OCEAN,254200
2325,-117.9,33.88,35,2062,353.0,991,357,5.2897,<1H OCEAN,230400
2326,-120.79,37.76,14,3531,508.0,1505,497,5.5228,INLAND,275300
2327,-117.27,32.82,42,2820,488.0,1175,500,4.5083,NEAR OCEAN,405200
2328,-121.6,37.91,13,2479,394.0,1075,350,5.1017,INLAND,241400
2329,-118.48,34.02,25,1583,460.0,983,422,2.7019,<1H OCEAN,293800
2330,-118.03,34.05,36,1345,331.0,1511,309,3.5129,<1H OCEAN,142300
2331,-118.44,34.04,31,2670,662.0,1535,631,3.0714,<1H OCEAN,347800
2332,-118.32,34.2,36,2110,346.0,984,342,6.9909,<1H OCEAN,345300
2333,-122.65,38.24,24,1948,310.0,922,313,4.95,<1H OCEAN,243600
2334,-116.99,32.64,15,4331,699.0,2046,627,3.9519,NEAR OCEAN,193500
2335,-118.14,33.86,43,2104,382.0,1071,396,5.0,<1H OCEAN,208900
2336,-122.38,37.58,52,1704,226.0,671,243,8.4704,NEAR OCEAN,500001
2337,-118.27,33.95,43,1156,291.0,1074,299,1.8814,<1H OCEAN,94900
2338,-118.19,33.83,43,2641,411.0,1011,444,6.4468,NEAR OCEAN,444200
2339,-117.98,33.73,22,4232,624.0,2408,660,6.6539,<1H OCEAN,284900
2340,-121.67,38.85,46,645,131.0,410,122,1.7417,INLAND,110400
2341,-121.96,37.0,20,3847,727.0,1725,737,3.3447,NEAR OCEAN,305200
2342,-121.3,38.67,20,1234,208.0,649,211,4.8523,INLAND,143000
2343,-121.32,38.89,9,5927,1269.0,3369,1176,2.8194,INLAND,111300
2344,-121.85,37.26,16,2312,303.0,1158,295,7.4323,<1H OCEAN,311800
2345,-121.31,38.57,9,2748,521.0,1663,565,3.5192,INLAND,113300
2346,-121.84,36.61,15,2190,586.0,1570,510,1.875,<1H OCEAN,122300
2347,-121.55,39.51,48,827,198.0,396,161,0.8024,INLAND,58300
2348,-121.74,36.92,17,2648,589.0,1193,540,2.4461,<1H OCEAN,151700
2349,-117.23,32.75,5,1824,431.5,892,426,3.4286,NEAR OCEAN,137500
2350,-122.0,37.98,36,404,77.0,237,88,4.525,INLAND,161300
2351,-122.27,37.88,37,2619,682.0,1152,616,2.52,NEAR BAY,277800
2352,-118.08,33.77,26,3083,806.0,960,723,1.9074,<1H OCEAN,68500
2353,-118.42,33.85,43,1584,477.0,799,433,5.0322,NEAR OCEAN,435000
2354,-118.02,33.95,35,2085,400.0,1112,391,3.4886,<1H OCEAN,173900
2355,-122.29,37.87,52,2225,460.0,1145,430,2.6165,NEAR BAY,150000
2356,-117.93,33.76,21,2884,662.0,2613,645,4.05,<1H OCEAN,177900
2357,-122.66,38.48,16,2724,593.0,1124,586,2.825,<1H OCEAN,186200
2358,-122.25,38.15,24,2917,543.0,1878,531,3.7014,NEAR BAY,123600
2359,-117.72,33.64,16,1230,242.0,380,246,2.2969,<1H OCEAN,67500
2360,-118.19,33.85,45,1167,302.0,773,287,3.2798,NEAR OCEAN,150300
2361,-120.49,37.3,35,1313,324.0,1350,343,1.75,INLAND,57600
2362,-118.21,34.12,52,1301,389.0,1189,361,2.5139,<1H OCEAN,190000
2363,-117.95,34.04,27,2610,846.0,2296,750,2.274,<1H OCEAN,150800
2364,-122.02,37.54,31,1240,264.0,719,236,3.535,NEAR BAY,210300
2365,-117.13,33.13,17,3164,652.0,1123,699,2.082,<1H OCEAN,80000
2366,-119.05,35.42,41,1992,421.0,1006,419,2.8393,INLAND,57000
2367,-118.37,34.09,22,4247,1253.0,1766,1170,3.1517,<1H OCEAN,341700
2368,-117.29,33.08,18,3225,515.0,1463,476,5.7787,NEAR OCEAN,346700
2369,-118.25,34.01,43,1429,386.0,1412,354,1.3287,<1H OCEAN,107200
2370,-117.99,33.71,17,1600,458.0,1803,432,2.7865,<1H OCEAN,216700
2371,-117.14,32.9,16,3217,431.5,2054,687,4.2234,<1H OCEAN,162100
2372,-118.17,33.84,29,4716,1372.0,2515,1272,2.726,<1H OCEAN,208700
2373,-117.24,32.95,18,1591,268.0,547,243,5.9547,NEAR OCEAN,329300
2374,-117.91,33.76,22,7531,1569.0,5254,1523,3.8506,<1H OCEAN,167400
2375,-118.04,34.13,35,249,31.0,268,29,15.0001,INLAND,500001
2376,-119.7,34.43,39,1486,467.0,758,409,2.6875,<1H OCEAN,320600
2377,-118.44,33.99,43,1432,308.0,782,303,4.3333,<1H OCEAN,303900
2378,-120.9,35.69,14,5020,909.0,2105,796,3.8158,<1H OCEAN,248700
2379,-121.93,37.72,26,2806,459.0,1453,444,4.9107,<1H OCEAN,213800
2380,-118.27,34.25,39,699,150.0,358,143,4.4375,<1H OCEAN,195800
2381,-118.13,33.8,36,1026,182.0,505,176,4.3438,<1H OCEAN,233600
2382,-118.04,33.98,28,1617,507.0,1158,486,1.9688,<1H OCEAN,165600
2383,-118.38,33.81,20,1975,306.0,703,292,8.5491,NEAR OCEAN,410300
2384,-121.24,38.79,23,1419,261.0,706,269,3.1875,INLAND,110200
2385,-117.21,33.93,4,10002,1468.0,5439,1397,5.0223,INLAND,152600
2386,-121.97,37.8,17,3279,418.0,1222,381,7.9168,<1H OCEAN,356000
2387,-118.51,34.26,29,2472,354.0,1109,397,5.5433,<1H OCEAN,332500
2388,-121.49,38.58,52,1000,324.0,456,250,1.4375,INLAND,168800
2389,-121.92,37.47,26,2016,322.0,1105,357,6.0878,<1H OCEAN,246900
2390,-117.19,32.84,30,2492,406.0,1250,431,5.5277,NEAR OCEAN,197100
2391,-119.73,36.8,15,2376,538.0,1197,510,3.1417,INLAND,74600
2392,-120.93,37.74,37,1956,402.0,1265,397,2.3023,INLAND,91900
2393,-120.02,38.76,15,3142,618.0,725,285,4.3333,INLAND,121400
2394,-121.93,37.25,32,1555,287.0,779,284,6.0358,<1H OCEAN,260100
2395,-122.26,38.15,26,3699,671.0,2388,699,4.0515,NEAR BAY,121900
2396,-122.41,37.8,52,2618,611.0,1328,559,4.1607,NEAR BAY,350000
2397,-122.29,37.54,43,2268,438.0,1151,449,4.9091,NEAR OCEAN,293200
2398,-117.86,34.24,52,803,267.0,628,225,4.1932,INLAND,14999
2399,-122.48,38.9,10,304,63.0,161,61,2.1964,INLAND,112500
2400,-122.0,37.58,6,4405,717.0,2071,688,5.8151,<1H OCEAN,295600
2401,-122.04,37.96,20,1143,346.0,578,298,2.2411,NEAR BAY,151800
2402,-122.27,37.9,52,1803,240.0,572,236,6.174,NEAR BAY,358800
2403,-122.21,37.47,43,733,162.0,497,175,3.2708,NEAR OCEAN,255300
2404,-121.83,38.0,8,2572,738.0,1384,684,1.7161,INLAND,75800
2405,-116.34,33.36,24,2746,514.0,731,295,3.3214,INLAND,176400
2406,-120.99,37.8,32,2564,513.0,1198,459,2.9083,INLAND,113400
2407,-118.13,34.44,10,2726,465.0,1773,459,4.8295,INLAND,319100
2408,-122.41,37.74,52,2058,399.0,1208,399,3.6429,NEAR BAY,230000
2409,-118.37,33.83,35,1207,207.0,601,213,4.7308,<1H OCEAN,353400
2410,-122.19,37.83,28,1326,184.0,463,190,8.2049,NEAR BAY,335200
2411,-118.32,33.83,51,2399,516.0,1160,514,3.8456,<1H OCEAN,318900
2412,-121.42,38.53,37,1958,367.0,1171,366,2.8298,INLAND,71200
2413,-122.39,37.59,33,2064,299.0,813,303,6.0374,NEAR OCEAN,500001
2414,-122.02,36.96,52,775,305.0,1054,305,2.0172,NEAR OCEAN,112500
2415,-119.0,36.06,41,937,158.0,396,142,4.0833,INLAND,81300
2416,-121.46,38.52,29,3873,797.0,2237,706,2.1736,INLAND,72100
2417,-118.06,34.0,34,5002,917.0,2597,893,3.9243,<1H OCEAN,219800
2418,-121.44,38.64,25,1678,367.0,971,307,1.0398,INLAND,62100
2419,-118.3,33.96,47,2112,417.0,1161,368,3.9722,<1H OCEAN,117400
2420,-117.97,33.85,45,818,147.0,546,152,5.1057,<1H OCEAN,170700
2421,-118.17,33.79,28,1219,408.0,1816,348,1.7589,NEAR OCEAN,118300
2422,-119.73,36.83,14,3348,491.0,1584,493,5.0828,INLAND,111400
2423,-118.37,33.82,32,2815,607.0,1338,609,4.5687,<1H OCEAN,381200
2424,-117.83,33.74,23,1818,522.0,958,485,2.6771,<1H OCEAN,131500
2425,-120.76,38.6,14,2925,625.0,1226,437,2.5865,INLAND,133800
2426,-121.24,37.79,7,5151,867.0,2553,805,4.075,INLAND,195000
2427,-117.91,33.61,27,1797,343.0,435,203,5.9196,<1H OCEAN,500001
2428,-117.92,33.61,36,1025,150.0,316,126,10.3048,<1H OCEAN,500001
2429,-120.46,37.31,26,3170,572.0,1524,565,3.48,INLAND,95300
2430,-117.3,34.15,33,1607,282.0,608,260,4.3438,INLAND,115000
2431,-122.03,37.37,30,1269,290.0,556,266,3.8125,<1H OCEAN,325000
2432,-119.19,35.41,12,2835,471.0,1399,413,4.4125,INLAND,149000
2433,-118.36,33.93,40,1625,500.0,2036,476,2.6298,<1H OCEAN,156500
2434,-120.86,35.4,21,2787,641.0,1106,501,2.7043,NEAR OCEAN,186200
2435,-117.47,33.94,34,559,139.0,532,137,3.0687,INLAND,88500
2436,-117.75,34.01,4,22128,3522.0,10450,3258,6.1287,<1H OCEAN,289600
2437,-117.72,34.09,36,1473,328.0,785,299,3.2566,INLAND,151800
2438,-115.55,32.82,34,1540,316.0,1013,274,2.5664,INLAND,67500
2439,-121.98,38.39,3,9488,1417.0,4095,1335,5.1781,INLAND,191900
2440,-118.38,33.81,41,1889,301.0,802,278,6.015,NEAR OCEAN,488500
2441,-118.48,34.25,35,1865,335.0,1074,337,5.1068,<1H OCEAN,223300
2442,-122.53,37.88,36,2688,485.0,1064,449,4.4583,NEAR BAY,308600
2443,-119.31,34.38,23,282,69.0,130,57,2.4375,NEAR OCEAN,225000
2444,-120.09,36.19,12,1923,559.0,2809,535,1.4191,INLAND,55100
2445,-118.23,34.12,32,2094,491.0,1413,479,4.5089,<1H OCEAN,221100
2446,-122.17,37.72,43,3783,814.0,2139,789,4.0202,NEAR BAY,166300
2447,-121.46,38.55,40,2077,435.0,1454,385,2.0074,INLAND,57000
2448,-121.74,39.15,20,2302,412.0,1205,399,2.8,INLAND,71200
2449,-122.47,37.76,52,2680,740.0,1587,713,2.5933,NEAR BAY,359600
2450,-118.44,34.31,14,4151,941.0,3163,915,4.0301,<1H OCEAN,154300
2451,-118.45,34.08,52,1500,176.0,384,145,7.1576,<1H OCEAN,500001
2452,-122.36,37.94,43,369,107.0,371,111,1.6,NEAR BAY,79400
2453,-121.11,38.91,24,2558,423.0,1149,403,4.0679,INLAND,190500
2454,-117.89,33.74,32,1562,365.0,2145,347,2.9167,<1H OCEAN,158400
2455,-123.22,39.16,29,6121,1222.0,3595,1189,2.631,<1H OCEAN,109600
2456,-121.87,37.67,10,4337,800.0,1813,743,5.5,INLAND,247200
2457,-117.37,33.97,34,3676,697.0,2653,682,2.5804,INLAND,92400
2458,-117.13,32.76,27,2280,695.0,1235,664,1.9392,NEAR OCEAN,142900
2459,-118.44,34.06,9,5102,1695.0,2609,1450,3.2545,<1H OCEAN,500001
2460,-118.25,33.95,41,1576,339.0,1252,302,1.9798,<1H OCEAN,98100
2461,-117.11,32.62,27,1846,509.0,1078,482,2.1719,NEAR OCEAN,131500
2462,-121.99,37.98,23,2293,411.0,969,399,4.4536,INLAND,184000
2463,-121.82,39.73,44,2923,659.0,1371,626,2.2925,INLAND,85800
2464,-120.69,37.77,46,431,86.0,239,80,3.3182,INLAND,282100
2465,-122.63,38.95,11,686,127.0,246,86,1.7083,INLAND,77300
2466,-121.63,36.71,19,5015,1013.0,3251,940,3.9818,<1H OCEAN,152900
2467,-122.97,38.53,48,3939,860.0,1257,571,2.1165,<1H OCEAN,98700
2468,-119.71,34.45,35,2183,363.0,988,351,5.5922,<1H OCEAN,384400
2469,-118.26,34.14,29,3431,1222.0,4094,1205,2.2614,<1H OCEAN,248100
2470,-121.33,37.96,20,1727,386.0,730,342,2.5195,INLAND,92600
2471,-118.17,34.01,36,1657,425.0,1689,418,2.7799,<1H OCEAN,149300
2472,-120.48,35.02,17,2721,477.0,1672,492,2.9798,<1H OCEAN,204800
2473,-121.19,38.67,16,1754,284.0,773,277,4.817,INLAND,147000
2474,-117.9,34.12,35,957,194.0,804,221,3.3322,<1H OCEAN,151400
2475,-121.38,38.6,36,1249,159.0,362,143,6.8469,INLAND,446400
2476,-121.28,38.14,38,2803,500.0,1223,509,4.119,INLAND,128800
2477,-117.12,32.7,14,819,237.0,827,237,1.3194,NEAR OCEAN,90500
2478,-118.13,33.9,36,1477,305.0,788,291,3.625,<1H OCEAN,195800
2479,-117.93,33.76,17,3341,803.0,3381,825,3.371,<1H OCEAN,161800
2480,-122.17,37.74,47,463,134.0,327,137,2.15,NEAR BAY,97200
2481,-119.68,36.83,11,2455,344.0,1110,339,6.1133,INLAND,120000
2482,-118.3,34.06,23,2512,1203.0,3720,1118,1.7896,<1H OCEAN,322200
2483,-119.81,36.73,50,772,194.0,606,167,2.2206,INLAND,59200
2484,-118.34,34.08,52,1721,195.0,688,196,15.0001,<1H OCEAN,500001
2485,-117.92,34.03,32,1819,375.0,1728,375,3.975,<1H OCEAN,162400
2486,-118.97,34.18,18,7338,1020.0,3419,1058,7.0242,<1H OCEAN,293100
2487,-119.77,36.77,38,3065,658.0,1441,625,2.0564,INLAND,64700
2488,-117.07,33.02,17,2863,665.0,715,467,2.6048,<1H OCEAN,148200
2489,-114.63,32.76,15,1448,378.0,949,300,0.8585,INLAND,45000
2490,-117.09,32.63,27,2920,770.0,1935,746,2.4148,NEAR OCEAN,67500
2491,-117.79,33.56,36,2057,329.0,658,309,7.866,<1H OCEAN,500001
2492,-122.05,36.97,20,2428,473.0,1145,454,3.6797,NEAR OCEAN,263800
2493,-122.67,38.47,16,3452,791.0,1567,731,2.4722,<1H OCEAN,194300
2494,-118.48,34.28,35,2132,368.0,1128,341,5.3107,<1H OCEAN,227100
2495,-121.42,37.75,33,1329,266.0,683,233,4.3687,INLAND,128700
2496,-122.23,38.13,29,5154,1084.0,2459,1019,3.2664,NEAR BAY,142900
2497,-121.95,37.32,20,1145,198.0,431,173,3.1103,<1H OCEAN,281900
2498,-122.31,37.53,39,1160,191.0,508,185,5.9539,NEAR OCEAN,379100
2499,-122.41,37.79,52,3302,869.0,1178,727,3.3681,NEAR BAY,500001
2500,-121.52,38.58,24,938,275.0,508,253,1.642,INLAND,32500
2501,-118.07,34.51,14,2798,459.0,1236,404,4.8667,INLAND,239900
2502,-119.7,34.42,43,1802,557.0,1490,538,2.675,<1H OCEAN,247900
2503,-118.07,34.01,38,2245,444.0,1540,419,3.7986,<1H OCEAN,171000
2504,-122.07,37.59,13,2578,551.0,1680,528,4.825,NEAR BAY,222000
2505,-122.16,37.7,36,1719,303.0,836,311,4.4375,NEAR BAY,193500
2506,-117.89,33.84,35,3315,744.0,2425,687,3.5521,<1H OCEAN,182800
2507,-118.47,34.03,31,2642,681.0,1303,625,3.5987,<1H OCEAN,340500
2508,-121.54,39.33,27,720,150.0,359,138,2.5313,INLAND,61300
2509,-117.8,34.05,5,4536,1178.0,2485,909,4.1118,<1H OCEAN,125900
2510,-117.73,34.04,26,3827,814.0,3367,810,3.15,INLAND,129700
2511,-117.1,32.76,52,2606,426.0,883,380,4.2813,NEAR OCEAN,270800
2512,-121.91,37.34,35,2189,607.0,1193,562,2.8042,<1H OCEAN,240900
2513,-122.0,37.39,36,1236,229.0,880,247,5.791,<1H OCEAN,239400
2514,-121.86,38.0,4,4075,927.0,2239,849,3.5857,INLAND,165200
2515,-121.46,38.58,52,4408,807.0,1604,777,3.8914,INLAND,181600
2516,-121.96,37.25,19,1858,359.0,790,347,4.5156,<1H OCEAN,339300
2517,-117.75,34.07,52,1279,213.0,444,204,5.2269,INLAND,161000
2518,-122.35,37.57,52,2170,269.0,784,274,10.4286,NEAR OCEAN,500001
2519,-117.88,33.75,50,1344,228.0,747,234,4.5125,<1H OCEAN,195400
2520,-118.33,34.19,45,1505,347.0,799,319,3.138,<1H OCEAN,217000
2521,-122.18,37.74,46,2103,391.0,1339,354,2.2467,NEAR BAY,88900
2522,-118.25,33.89,34,1367,288.0,1183,286,2.6812,<1H OCEAN,104100
2523,-122.44,37.73,52,2838,567.0,1411,526,3.8304,NEAR BAY,261400
2524,-118.14,34.11,52,3367,545.0,1427,535,5.2292,<1H OCEAN,444500
2525,-118.03,34.58,4,9849,1780.0,4546,1598,4.0729,INLAND,154300
2526,-117.31,32.98,17,2789,648.0,849,345,4.1012,NEAR OCEAN,244700
2527,-118.24,33.9,39,642,129.0,475,123,1.2083,<1H OCEAN,92600
2528,-116.92,32.79,24,4055,742.0,2123,744,4.5224,<1H OCEAN,142000
2529,-122.4,37.71,47,1649,328.0,1183,356,3.3625,NEAR BAY,223700
2530,-119.14,34.28,31,790,241.0,1095,222,2.25,NEAR OCEAN,75000
2531,-117.87,33.9,21,3181,447.0,1416,469,6.8268,<1H OCEAN,280300
2532,-118.36,34.05,45,1879,395.0,946,409,3.3333,<1H OCEAN,254700
2533,-120.63,35.27,23,1630,253.0,704,263,5.156,NEAR OCEAN,251300
2534,-122.28,37.9,49,3191,516.0,1148,507,6.3538,NEAR BAY,333700
2535,-117.91,34.08,33,2325,452.0,1170,445,3.6625,<1H OCEAN,217100
2536,-121.29,37.92,12,1096,240.0,1175,278,3.1053,INLAND,73100
2537,-118.2,34.04,36,1625,490.0,2003,478,2.181,<1H OCEAN,147200
2538,-118.36,34.08,40,3110,764.0,1557,763,1.9937,<1H OCEAN,367100
2539,-118.2,33.99,35,1705,523.0,2252,508,2.3421,<1H OCEAN,154200
2540,-122.28,38.29,19,531,112.0,139,80,1.9875,NEAR BAY,325000
2541,-120.12,35.99,7,2049,482.0,1387,422,2.25,INLAND,56200
2542,-118.88,34.22,16,2343,393.0,2007,383,5.756,<1H OCEAN,302700
2543,-118.32,34.17,40,1868,356.0,799,403,2.9306,<1H OCEAN,279300
2544,-120.43,34.96,24,1799,470.0,1416,408,2.0673,<1H OCEAN,136900
2545,-122.16,37.45,50,196,41.0,76,42,7.6129,NEAR BAY,412500
2546,-115.6,32.87,3,1629,317.0,1005,312,4.1293,INLAND,83200
2547,-116.75,33.83,16,5277,1070.0,657,276,3.3333,INLAND,143400
2548,-118.24,33.8,28,636,169.0,788,143,3.6161,NEAR OCEAN,131300
2549,-116.95,32.78,20,3425,448.0,1489,443,6.2552,<1H OCEAN,296400
2550,-118.26,33.79,42,1162,264.0,1044,241,3.5488,<1H OCEAN,205600
2551,-117.9,33.73,26,1324,314.0,1804,311,3.9659,<1H OCEAN,178500
2552,-121.39,38.61,35,2024,359.0,786,364,2.4632,INLAND,156900
2553,-122.08,37.6,10,3046,678.0,2056,628,3.9022,NEAR BAY,191700
2554,-116.0,34.12,32,3163,712.0,1358,544,2.125,INLAND,57700
2555,-118.46,34.06,46,1302,215.0,482,226,7.0674,<1H OCEAN,500001
2556,-122.15,37.7,36,1468,252.0,733,229,3.4583,NEAR BAY,192600
2557,-117.95,33.7,17,5781,924.0,2585,915,5.343,<1H OCEAN,231900
2558,-119.78,36.78,37,2185,455.0,1143,438,1.9784,INLAND,70700
2559,-117.66,33.64,17,3173,501.0,1555,520,6.7079,<1H OCEAN,250800
2560,-120.59,34.7,29,17738,3114.0,12427,2826,2.7377,NEAR OCEAN,28300
2561,-118.25,33.87,18,6812,1263.0,3704,1216,4.25,<1H OCEAN,169200
2562,-121.08,37.69,19,6473,1212.0,3559,1123,3.2246,INLAND,129300
2563,-116.95,32.84,31,1307,431.5,752,231,3.4286,<1H OCEAN,129400
2564,-121.86,37.7,13,9621,1344.0,4389,1391,6.6827,INLAND,313700
2565,-118.37,34.08,52,2946,695.0,1258,650,3.9783,<1H OCEAN,374100
2566,-117.87,33.78,19,2813,567.0,1334,596,4.7208,<1H OCEAN,173500
2567,-117.25,34.53,13,5841,955.0,2455,915,4.1333,INLAND,158200
2568,-121.47,38.61,31,1072,431.5,781,281,1.6563,INLAND,65800
2569,-122.25,38.11,52,2846,705.0,1519,620,2.1976,NEAR BAY,97900
2570,-119.42,35.4,24,2585,480.0,1442,424,2.8452,INLAND,104700
2571,-122.49,37.78,52,3440,722.0,1663,665,3.0278,NEAR BAY,356300
2572,-117.34,34.18,7,2914,481.0,1584,499,4.6312,INLAND,124900
2573,-118.21,34.08,39,986,361.0,1347,299,2.2907,<1H OCEAN,133900
2574,-119.32,36.25,21,1231,431.5,609,206,2.8365,INLAND,90000
2575,-117.13,32.58,27,1417,373.0,814,348,2.3603,NEAR OCEAN,195300
2576,-117.18,32.83,27,2346,399.0,1105,373,4.2708,NEAR OCEAN,182800
2577,-121.29,38.61,26,1814,299.0,963,317,4.4519,INLAND,110500
2578,-118.3,34.03,40,1695,374.0,1138,357,2.7125,<1H OCEAN,150000
2579,-119.0,35.36,39,896,217.0,805,197,1.25,INLAND,42500
2580,-118.44,33.81,33,3994,990.0,1647,931,5.0106,NEAR OCEAN,500001
2581,-118.35,34.04,49,1104,266.0,668,297,3.0856,<1H OCEAN,151600
2582,-119.74,34.35,34,1664,292.0,705,257,5.0,NEAR OCEAN,329400
2583,-122.47,38.34,15,2411,446.0,1144,407,4.3472,<1H OCEAN,261000
2584,-122.24,37.85,52,2612,365.0,901,367,7.2354,NEAR BAY,391100
2585,-117.9,33.61,41,1521,328.0,527,275,4.0764,<1H OCEAN,500001
2586,-121.97,37.97,27,1691,289.0,807,296,6.1168,INLAND,210500
2587,-120.03,38.89,15,3042,588.0,918,336,3.8333,INLAND,118800
2588,-117.99,34.07,35,1681,360.0,1648,373,2.4911,INLAND,145900
2589,-117.89,33.61,44,2126,423.0,745,332,5.1923,<1H OCEAN,500001
2590,-122.1,37.4,19,1085,288.0,1009,305,3.9091,NEAR BAY,276000
2591,-121.8,37.7,22,5533,943.0,2474,910,4.7361,INLAND,216800
2592,-122.02,37.24,28,2796,365.0,1085,363,10.6834,<1H OCEAN,500001
2593,-121.04,38.95,22,1931,445.0,1009,407,2.75,INLAND,153200
2594,-119.38,36.53,38,1281,431.5,1423,293,1.9602,INLAND,51400
2595,-117.23,32.74,35,2615,525.0,1312,547,4.1339,NEAR OCEAN,238200
2596,-121.4,38.55,19,2497,494.0,748,442,2.925,INLAND,142400
2597,-118.16,34.2,43,1810,343.0,988,307,3.8203,<1H OCEAN,176000
2598,-122.13,37.68,43,1676,340.0,924,328,3.6,NEAR BAY,179400
2599,-118.79,34.14,7,3003,504.0,1143,466,5.8548,NEAR OCEAN,500001
2600,-117.01,32.79,31,3776,815.0,1886,799,3.4421,<1H OCEAN,155300
2601,-122.32,37.93,40,1141,213.0,434,196,3.9464,NEAR BAY,186900
2602,-119.82,36.75,41,1022,209.0,741,213,2.0781,INLAND,48800
2603,-119.71,34.43,47,1572,417.0,790,384,2.6429,<1H OCEAN,279200
2604,-122.02,38.27,20,2237,464.0,1169,425,3.2115,INLAND,99100
2605,-121.79,36.93,19,2512,509.0,1856,537,3.1815,<1H OCEAN,189100
2606,-119.95,36.8,30,1233,214.0,620,199,3.4297,INLAND,112500
2607,-117.11,33.14,10,3208,636.0,1395,582,3.4455,<1H OCEAN,190500
2608,-119.02,35.32,14,2927,588.0,1821,561,3.3529,INLAND,82600
2609,-121.82,38.02,46,176,43.0,101,40,2.2361,INLAND,93800
2610,-118.31,33.94,40,1550,431.5,798,270,3.775,<1H OCEAN,153800
2611,-118.23,34.2,51,1477,280.0,750,295,5.3925,<1H OCEAN,317900
2612,-118.02,34.09,32,1747,399.0,1199,402,3.4286,INLAND,191800
2613,-121.51,38.53,36,2603,408.0,966,419,5.3135,INLAND,216600
2614,-121.8,37.19,45,1797,303.0,870,281,4.5417,<1H OCEAN,434500
2615,-117.02,32.76,40,2523,488.0,976,470,3.11,<1H OCEAN,185700
2616,-122.02,37.35,18,1221,255.0,507,271,5.3679,<1H OCEAN,228400
2617,-117.14,32.72,45,1140,310.0,840,339,1.6156,NEAR OCEAN,156300
2618,-121.53,39.06,20,561,109.0,308,114,3.3021,INLAND,70800
2619,-118.09,33.84,23,4412,910.0,2380,825,4.54,<1H OCEAN,213100
2620,-122.27,37.85,52,4076,920.0,1800,815,2.7054,NEAR BAY,182300
2621,-117.1,32.76,30,1835,474.0,934,415,2.875,NEAR OCEAN,139600
2622,-118.17,34.07,19,2150,544.0,1510,467,3.4952,<1H OCEAN,150000
2623,-120.48,37.31,42,2361,512.0,1684,511,2.355,INLAND,75600
2624,-122.24,37.55,3,6164,1175.0,2198,975,6.7413,NEAR BAY,435900
2625,-117.03,34.07,16,3784,577.0,1615,525,4.2333,INLAND,220300
2626,-119.63,36.58,22,1794,435.0,1127,359,1.2647,INLAND,55300
2627,-121.87,37.39,16,2655,487.0,1862,448,6.057,<1H OCEAN,246800
2628,-118.47,34.2,20,3939,1143.0,2475,1002,2.9025,<1H OCEAN,229100
2629,-117.14,32.71,32,719,251.0,894,208,1.8456,NEAR OCEAN,103100
2630,-118.27,34.09,48,1527,295.0,589,286,4.1667,<1H OCEAN,344800
2631,-121.47,38.57,50,3233,968.0,1223,837,1.2041,INLAND,168100
2632,-121.25,39.17,9,999,189.0,411,176,2.125,INLAND,151800
2633,-117.86,34.08,31,2524,349.0,1003,343,7.5196,<1H OCEAN,380900
2634,-121.4,36.83,11,3701,739.0,1749,654,3.067,INLAND,207900
2635,-118.22,33.96,36,1542,458.0,1711,468,1.9028,<1H OCEAN,164200
2636,-117.39,34.13,9,2228,398.0,1316,370,4.1632,INLAND,119800
2637,-117.69,34.07,34,4055,739.0,2470,753,3.8586,INLAND,136000
2638,-117.89,34.1,34,2048,411.0,1456,416,3.125,<1H OCEAN,168600
2639,-121.56,39.51,47,1064,245.0,603,190,1.3654,INLAND,57900
2640,-117.79,33.73,3,8240,1410.0,3318,1270,7.2074,<1H OCEAN,291300
2641,-121.82,37.36,34,1834,377.0,1450,347,3.7188,<1H OCEAN,161500
2642,-118.39,34.03,39,1366,375.0,1237,370,3.7206,<1H OCEAN,230900
2643,-117.52,33.88,21,722,178.0,770,165,2.5656,INLAND,102500
2644,-123.48,40.34,19,518,108.0,216,80,2.7083,INLAND,64500
2645,-117.93,33.88,52,2157,362.0,1001,373,5.1237,<1H OCEAN,240000
2646,-122.02,37.97,36,2342,436.0,1191,416,4.0,NEAR BAY,171000
2647,-117.05,33.52,5,3471,530.0,1541,502,4.8083,<1H OCEAN,347700
2648,-122.06,37.68,30,5367,1207.0,2667,1047,3.1796,NEAR BAY,170300
2649,-117.38,33.99,52,1797,332.0,905,313,2.7054,INLAND,141700
2650,-122.41,37.79,52,6016,2509.0,3436,2119,2.5166,NEAR BAY,275000
2651,-122.18,37.89,18,4845,735.0,1634,734,8.1489,NEAR BAY,499000
2652,-118.45,34.02,45,1230,201.0,565,219,6.3521,<1H OCEAN,493400
2653,-119.85,36.83,11,2497,427.0,1101,405,4.8036,INLAND,141600
2654,-118.47,33.99,52,1523,447.0,636,408,3.0682,<1H OCEAN,412500
2655,-115.56,32.8,15,1171,328.0,1024,298,1.3882,INLAND,69400
2656,-119.75,36.72,22,3247,859.0,4179,881,1.3343,INLAND,60800
